0,2199.3
9.0704e-07,2215.9
2.7167e-06,2249.1
4.5263e-06,2669
6.336e-06,3133.2
8.1456e-06,4503.7
9.9552e-06,4862.9
1.1765e-05,6647.8
1.3575e-05,7985
1.5384e-05,10428
1.7194e-05,11290
1.9003e-05,12235
2.0813e-05,14837
2.2623e-05,17661
2.4432e-05,19932
2.6242e-05,20938
2.8052e-05,23281
2.9861e-05,24314
3.1671e-05,26613
3.3481e-05,27088
3.529e-05,27116
3.71e-05,28542
3.8909e-05,27122
4.0719e-05,26574
4.2529e-05,24790
4.4338e-05,24386
4.6148e-05,24790
4.7958e-05,21292
4.9767e-05,17998
5.1577e-05,16904
5.3387e-05,15268
5.5196e-05,12920
5.7006e-05,11494
5.8815e-05,9781
6.0625e-05,7559.5
6.2435e-05,5299.4
6.4244e-05,4592.1
6.6054e-05,2022.5
6.7864e-05,983.62
6.9673e-05,254.2
7.1483e-05,27.63
7.3293e-05,0
